# BLASTX 2.16.0+
# Query: ORF_1 cdna_1:211-1383(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 334 hits found
ORF_1	Q86SG3.2	94.189	413	0	1	4	1170	167	579	0.0	686
# BLASTX 2.16.0+
# Query: ORF_69 cdna_2:209-2380(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 599 hits found
ORF_69	Q9NQZ3.2	98.188	552	10	0	4	1659	167	718	0.0	916
# BLASTX 2.16.0+
# Query: ORF_152 cdna_3:194-1870(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 337 hits found
ORF_152	Q9NR90.1	96.957	460	14	0	1	1380	1	460	0.0	776
# BLASTX 2.16.0+
# Query: ORF_188 cdna_4:188-1648(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 333 hits found
ORF_188	Q13117.3	84.767	558	13	2	1	1458	1	558	0.0	813
# BLASTX 2.16.0+
# Query: ORF_215 cdna_5:1-1956(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 601 hits found
# BLAST processed 124 queries
ORF_215	Q86SG3.2	98.192	553	10	0	1	1659	1	553	0.0	913
# BLASTX 2.16.0+
# Query: ORF_246 cdna_6:1-1740(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 611 hits found
ORF_246	Q86SG3.2	100.000	579	0	0	1	1737	1	579	0.0	1000
# BLASTX 2.16.0+
# Query: ORF_275 cdna_7:329-1954(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 296 hits found
ORF_275	Q9Y6F8.1	97.967	541	10	1	1	1623	1	540	0.0	1084
# BLASTX 2.16.0+
# Query: ORF_312 cdna_8:80-694(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 318 hits found
ORF_312	P48046.1	98.039	204	4	0	1	612	1	204	2.81e-151	420
# BLASTX 2.16.0+
# Query: ORF_325 cdna_9:24-815(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 90 hits found
ORF_325	Q861U8.2	99.620	263	1	0	1	789	1	263	0.0	535
# BLASTX 2.16.0+
# Query: ORF_368 cdna_11:688-936(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 51 hits found
ORF_368	P22090.2	100.000	82	0	0	1	246	182	263	1.64e-52	167
# BLASTX 2.16.0+
# Query: ORF_402 cdna_13:195-2600(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2382 hits found
ORF_402	Q52V16.1	99.376	801	5	0	1	2403	1	801	0.0	1587
# BLASTX 2.16.0+
# Query: ORF_537 cdna_14:418-2823(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2382 hits found
ORF_537	Q52V16.1	99.376	801	5	0	1	2403	1	801	0.0	1587
# BLASTX 2.16.0+
# Query: ORF_675 cdna_15:87-1919(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2388 hits found
ORF_675	Q52V16.1	99.661	590	2	0	61	1830	212	801	0.0	1207
# BLASTX 2.16.0+
# Query: ORF_755 cdna_18:137-2311(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2360 hits found
ORF_755	Q52V16.1	92.645	775	6	1	1	2172	27	801	0.0	1395
# BLASTX 2.16.0+
# Query: ORF_863 cdna_20:310-2292(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 500 hits found
ORF_863	Q5RF43.1	98.788	660	6	1	1	1980	1	658	0.0	1171
# BLASTX 2.16.0+
# Query: ORF_918 cdna_22:89-277(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 11 hits found
ORF_918	O15523.2	100.000	51	0	0	1	153	1	51	5.97e-28	107
# BLASTX 2.16.0+
# Query: ORF_927 cdna_23:70-2052(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 500 hits found
ORF_927	Q5RF43.1	98.788	660	6	1	1	1980	1	658	0.0	1171
# BLASTX 2.16.0+
# Query: ORF_1054 cdna_26:116-340(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 500 hits found
ORF_1054	O15523.2	100.000	63	0	0	1	189	185	247	3.18e-38	136
# BLASTX 2.16.0+
# Query: ORF_1065 cdna_27:71-394(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 500 hits found
ORF_1065	O15523.2	98.095	105	2	0	1	315	185	289	3.11e-67	216
# BLASTX 2.16.0+
# Query: ORF_1083 cdna_29:234-1304(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
ORF_1083	A7DTG3.1	74.474	380	70	4	1	1068	1	377	2.09e-178	502
# BLASTX 2.16.0+
# Query: ORF_1253 cdna_31:19-468(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
ORF_1253	A7DTG3.1	60.131	153	45	2	1	411	1	153	3.96e-43	149
# BLASTX 2.16.0+
# Query: ORF_1264 cdna_32:2-349(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2 hits found
ORF_1264	A7DTG3.1	84.906	53	8	0	1	159	7	59	5.60e-13	67.0
# BLASTX 2.16.0+
# Query: ORF_1497 cdna_37:338-3001(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 57 hits found
ORF_1497	Q6B4Z3.1	96.288	862	32	0	1	2586	1	862	0.0	1610
# BLASTX 2.16.0+
# Query: ORF_1596 cdna_38:1009-5052(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 55 hits found
# BLAST processed 115 queries
ORF_1596	O15550.2	83.489	1393	177	5	1	4020	1	1393	0.0	2218
# BLASTX 2.16.0+
# Query: ORF_1752 cdna_39:369-4703(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 58 hits found
# BLAST processed 156 queries
ORF_1752	O70546.2	82.585	1447	188	6	1	4311	1	1393	0.0	2276
# BLASTX 2.16.0+
# Query: ORF_1899 cdna_40:327-4595(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 59 hits found
# BLAST processed 147 queries
ORF_1899	O15550.2	84.583	1427	182	5	1	4257	1	1397	0.0	2310
# BLASTX 2.16.0+
# Query: ORF_2015 cdna_41:1-4179(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 58 hits found
# BLAST processed 116 queries
ORF_2015	O15550.2	86.648	1393	178	4	1	4155	1	1393	0.0	2325
# BLASTX 2.16.0+
# Query: ORF_2108 cdna_42:1-4008(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 58 hits found
ORF_2108	O15550.2	86.527	1336	172	4	1	3984	1	1336	0.0	2215
# BLASTX 2.16.0+
# Query: ORF_2197 cdna_43:1-4092(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 55 hits found
ORF_2197	O15550.2	82.541	1409	177	6	1	4068	1	1393	0.0	2206
# BLASTX 2.16.0+
# Query: ORF_2287 cdna_44:1-4170(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 20 hits found
ORF_2287	O15550.2	82.431	1423	179	6	1	4146	1	1393	0.0	2223
# BLASTX 2.16.0+
# Query: ORF_2378 cdna_45:1-4104(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 58 hits found
ORF_2378	O15550.2	84.925	1393	177	5	1	4080	1	1393	0.0	2260
# BLASTX 2.16.0+
# Query: ORF_2470 cdna_46:1-4200(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 60 hits found
ORF_2470	O15550.2	83.571	1400	215	6	1	4176	1	1393	0.0	2231
# BLASTX 2.16.0+
# Query: ORF_2563 cdna_47:1-3795(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 53 hits found
ORF_2563	O15550.2	77.746	1393	174	7	1	3771	1	1393	0.0	2001
# BLASTX 2.16.0+
# Query: ORF_2650 cdna_48:1-3636(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 59 hits found
ORF_2650	O14607.2	99.856	695	1	0	1528	3612	589	1283	0.0	1356
# BLASTX 2.16.0+
# Query: ORF_2729 cdna_49:1006-4728(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 56 hits found
ORF_2729	O15550.2	83.295	1293	163	5	1	3720	1	1293	0.0	2028
# BLASTX 2.16.0+
# Query: ORF_2838 cdna_50:1006-4245(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 91 hits found
ORF_2838	O14607.2	100.000	995	0	0	1	2985	1	995	0.0	1880
# BLASTX 2.16.0+
# Query: ORF_2934 cdna_51:20-517(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 8 hits found
ORF_2934	O14607.2	100.000	155	0	0	1	465	49	203	7.43e-93	296
# BLASTX 2.16.0+
# Query: ORF_2948 cdna_52:552-698(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 5 hits found
ORF_2948	O14607.2	100.000	43	0	0	1	129	173	215	9.46e-24	94.4
# BLASTX 2.16.0+
# Query: ORF_2992 cdna_53:314-937(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 8 hits found
ORF_2992	Q6B4Z3.1	95.146	206	10	0	1	618	1	206	1.21e-112	348
# BLASTX 2.16.0+
# Query: ORF_3030 cdna_55:177-1247(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 13 hits found
# BLAST processed 172 queries
ORF_3030	Q8BMT9.1	84.962	266	40	0	268	1065	233	498	1.57e-147	429
# BLASTX 2.16.0+
# Query: ORF_3107 cdna_56:177-1658(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 16 hits found
ORF_3107	Q8BMT9.1	82.932	498	79	1	1	1476	1	498	0.0	726
# BLASTX 2.16.0+
# Query: ORF_3190 cdna_57:247-1728(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 16 hits found
ORF_3190	Q8BMT9.1	82.932	498	79	1	1	1476	1	498	0.0	726
# BLASTX 2.16.0+
# Query: ORF_3270 cdna_58:243-1529(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 17 hits found
# BLAST processed 139 queries
ORF_3270	Q8BMT9.1	82.507	343	54	1	271	1281	156	498	0.0	540
# BLASTX 2.16.0+
# Query: ORF_3347 cdna_59:106-1590(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 15 hits found
ORF_3347	Q8BMT9.1	82.483	451	73	1	145	1479	48	498	0.0	685
# BLASTX 2.16.0+
# Query: ORF_3423 cdna_60:228-1709(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 16 hits found
ORF_3423	Q8BMT9.1	82.932	498	79	1	1	1476	1	498	0.0	726
# BLASTX 2.16.0+
# Query: ORF_3515 cdna_62:284-532(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3 hits found
# BLAST processed 148 queries
ORF_3515	Q8BMT9.1	73.469	49	13	0	4	150	377	425	5.14e-20	85.5
# BLASTX 2.16.0+
# Query: ORF_3614 cdna_63:246-797(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 11 hits found
ORF_3614	Q8BMT9.1	85.165	182	27	0	1	546	317	498	1.08e-110	327
# BLASTX 2.16.0+
# Query: ORF_3681 cdna_64:438-572(+)
# Database: /db/swissprot/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
